지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22105,2013-09-28,5.5,1016.6,63,22.1,24.2,1.2,0.8,1.3,2.3,4.3,6.4
22105,2013-09-29,5,1016.7,84,20.5,24.1,1.3,0.8,1.3,2.2,4.5,6.4
22105,2013-09-30,7,1016.8,88,21.6,24.7,2.4,1.5,2.2,3.6,6,7.1
22105,2013-10-01,5.6,1016.9,79,21,24.5,2.3,1.4,1.9,3.2,6.7,9.1
22105,2013-10-02,6.2,1010,72,22.2,24.9,2,1.3,1.7,2.9,7.6,9.1
22105,2013-10-03,4.7,1016,52,19.7,24.7,2.9,1.7,3.1,4.7,7.4,9.1
22105,2013-10-04,3,1020.7,58,20.9,23.8,1.1,0.7,0.9,1.6,5.8,7.1
22105,2013-10-05,3.7,1023.1,63,21.8,24.5,1.1,0.7,0.9,1.7,5.4,6.4
22105,2013-10-06,7,1025.3,80,22.4,24.2,1.9,1.2,1.6,2.5,5.2,6.4
22105,2013-10-07,3.6,1020.6,83,22.7,24.1,1.5,1,1.4,2.4,6,6.4
22105,2013-10-08,7.9,1014.8,89,21.7,23.8,2.4,1.5,3.3,5.6,5.8,8
22105,2013-10-09,7.4,1014.3,79,20.6,23.9,4.5,2.8,4,7.4,8,9.1
22105,2013-10-10,7.4,1013.9,83,22.6,24.5,2.3,1.5,2.5,3.6,7.9,9.1
22105,2013-10-11,9.4,1007.4,58,22.7,24.5,2.2,1.3,1.9,3.4,5.1,7.1
22105,2013-10-12,9.2,1016.8,46,19.5,23.9,3.3,2,2.7,5.7,6.8,8
22105,2013-10-13,5.1,1021.6,60,20.3,23.9,1.5,1,1.3,2,5.4,7.1
22105,2013-10-14,7.7,,72,21.9,24.1,1.7,1.1,1.3,2.2,4.7,7.1
22105,2013-10-15,12.8,1016.9,78,16.4,23.5,5.8,3.8,6.8,10.9,8,10.7
22105,2013-10-16,9.9,1020.1,58,13.5,21.9,6.2,4,4.8,7.7,9.4,10.7
22105,2013-10-17,3.8,1028.6,54,15.7,22.8,4.2,2.7,3.6,6.5,10.3,10.7
22105,2013-10-18,5.6,1029.5,54,17.5,22.6,2.3,1.4,2.1,3.4,8.9,10.7
22105,2013-10-19,4.4,1026.2,61,18.3,22.4,1.4,0.9,1,1.6,6.6,8
22105,2013-10-20,8.8,1019,86,17.6,22,2.7,1.7,2.3,3.7,6.2,7.1
22105,2013-10-21,9.4,1020,72,17,21,3.4,2.1,2.4,3.8,6.6,7.1
22105,2013-10-22,8.6,1024.3,66,17.2,21,3.7,2.2,2.8,4.6,7.6,9.1
22105,2013-10-23,6.3,1021.8,69,17.7,20.8,3.2,2,2.3,3.9,7.8,9.1
22105,2013-10-24,6.1,1015.3,66,17.9,20.8,2.3,1.4,1.9,3.5,7.3,8
22105,2013-10-25,8.6,1014.3,60,14.9,20.1,3.2,2,3,5,7.2,8
22105,2013-10-26,6.2,1014.9,60,14.7,19.7,3.1,1.9,2.6,4.4,7.2,9.1
22105,2013-10-27,2.1,1020,46,16.7,20.2,2.1,1.3,1.9,3,7.4,8
22105,2013-10-28,1.3,1023.1,47,17.3,20.5,1.7,1.1,1.2,2.1,7.8,10.7
22105,2013-10-29,3.3,1020.8,47,18.3,20.5,1.4,0.8,1,1.8,8.5,10.7
22105,2013-10-30,7.3,1022.9,63,16.1,19.9,2.2,1.4,1.6,2.9,5.6,8
22105,2013-10-31,3.8,1025.6,66,16.7,20,2,1.2,1.8,3.5,7.1,8
22105,2013-11-01,6.2,1026.1,64,17.5,20.2,1.2,0.7,0.9,1.5,3.3,5.3
22105,2013-11-02,7.3,1021.3,68,18.7,20.4,1.4,0.9,1.2,2.2,3.5,4.6
22105,2013-11-03,3.4,1018.7,60,17.6,20.2,1.2,0.7,1,1.7,4.8,5.8
22105,2013-11-04,7.6,1022.5,61,16,20.1,2.2,1.4,1.8,2.9,5.7,7.1
22105,2013-11-05,5.5,1025.1,52,16.4,19.6,1.7,1.1,1.4,2.6,5.4,7.1
22105,2013-11-06,6.6,1018.7,56,17.6,19.2,1.7,1,1.3,2,4.3,4.9
22105,2013-11-07,7.5,1014.1,46,17.3,19.3,2.1,1.3,1.8,3,5.5,7.1
22105,2013-11-08,7.9,1025.9,59,14.1,18.9,3.3,2.1,2.6,4.6,7.6,8
22105,2013-11-09,8.5,1022.6,,16.6,18.8,2.7,1.7,2.2,3.7,6.8,10.7
22105,2013-11-10,8.3,1012.5,62,13.1,18.8,3.7,2.3,4,6.3,7.3,10.7
22105,2013-11-11,9.3,1018.2,58,8.5,18.7,5,3,4.2,6.9,8.2,9.1
22105,2013-11-12,7.7,1018.1,52,9.3,18.5,3.3,2,2.3,4.1,7,8
22105,2013-11-13,5.5,,62,10.5,17.7,2.9,1.8,2.6,3.8,7.4,8
22105,2013-11-14,6.8,1018.6,47,13.6,17.6,1.8,1.1,1.6,2.8,5.5,8
22105,2013-11-15,4.6,1018.7,56,13.5,18.3,1.3,0.8,1.2,2.1,4.6,5.8
22105,2013-11-16,3.6,1016.4,56,13.6,18.9,0.9,0.6,0.7,1.5,4.5,5.3
22105,2013-11-17,10.2,1008.5,49,11.8,18.3,2.8,1.7,3.1,5.1,5.2,8
22105,2013-11-18,12.3,1008.6,49,6.7,17.6,4.2,2.7,3,4.9,7.5,9.1
22105,2013-11-19,9.3,1010.7,56,6,17.4,3.2,2,2.4,3.9,7.2,8
22105,2013-11-20,7.5,1015.8,54,7.2,17,2.7,1.6,1.9,3.3,6.7,8
22105,2013-11-21,3,1020.3,52,8.4,17.2,2,1.3,1.8,3,7,8
22105,2013-11-22,4.7,1021.6,50,10.3,16.7,1.8,1.1,1.3,2.4,7,10.7
22105,2013-11-23,3.2,1021.1,44,12.4,17.7,1.6,1,1.1,2,6.4,9.1
22105,2013-11-24,6,1016.2,57,13.8,17.6,1.7,1.1,2.5,4.2,5,5.8
22105,2013-11-25,14.3,999.3,61,12.3,17.2,5.4,3.5,4.3,7.2,7.6,9.1
22105,2013-11-26,10,1013.9,47,7.1,16.7,4.6,2.7,3.8,7.6,7.8,9.1
22105,2013-11-27,8.9,1012,57,6.9,16.8,2.8,1.7,3.1,5.7,5.4,7.1
22105,2013-11-28,9.5,1015.8,57,2.5,16.9,4.1,2.5,3.2,5.8,7.5,8
22105,2013-11-29,8,1015.8,52,4.6,16.4,3.1,1.9,2.6,4.8,6.7,8
22105,2013-11-30,5.2,,49,9.8,16.6,1.8,1.1,1.4,2.4,5.6,6.4
22105,2013-12-01,4.8,1018.3,49,10.9,16.3,1.7,1.1,1.3,2,6.6,8
22105,2013-12-02,5.1,1018.2,49,10,16.2,1.7,1.1,1.3,2.1,5.6,7.1
22105,2013-12-03,3.5,,50,10.5,16.3,0.9,0.6,0.8,1.3,4.6,5.8
22105,2013-12-04,5.2,1018,53,11.2,16.6,1.2,0.8,1.2,2,4.5,5.3
22105,2013-12-05,5.8,1015.8,49,12,16.7,1.7,1,1.3,2.2,5.2,6.4
22105,2013-12-06,8,,56,8.5,16.3,2.9,1.8,2.3,4.3,6.9,8
22105,2013-12-07,6.4,1020.8,54,8.7,15.5,2.3,1.4,2,3.3,6.4,8
22105,2013-12-08,2.1,1022.8,54,10.4,15.8,1.5,0.9,1.2,1.9,6.5,8
22105,2013-12-09,9.1,1008.6,68,11.7,15.5,2.3,1.4,2.7,4.9,4.7,6.4
22105,2013-12-10,8.4,1009.8,69,6.8,15.8,6.4,4.1,5.3,9.7,9.5,10.7
22105,2013-12-11,10.5,1008.3,52,5.5,15.8,4.5,2.9,3.7,6,8.9,10.7
22105,2013-12-12,10.3,1014.2,59,4.2,15.9,4.6,2.9,3.5,5.7,7.7,9.1
22105,2013-12-13,12.2,1017.2,55,1,15.1,5.1,3.1,3.8,7.1,7.6,9.1
22105,2013-12-14,10,1021.4,52,3.1,15,4,2.5,2.8,4.8,7.1,8
22105,2013-12-15,7.7,1027.5,57,3.8,15.3,3.4,2.1,2.4,4.4,7.2,9.1
22105,2013-12-16,2.3,1028.3,52,6.8,15.1,2.9,1.9,2.3,3.9,9.2,10.7
22105,2013-12-17,7.8,1026.8,70,6.8,14.8,4.4,2.7,3.1,5.8,10.5,12.8
22105,2013-12-18,8.8,,66,6.7,15.1,3.3,2.1,2.8,4.6,7.8,10.7
22105,2013-12-19,9.2,1015.7,67,4,15,3.6,2.3,2.7,4.3,6.8,8
22105,2013-12-20,13,1014.4,74,4.3,14.7,7.1,4.3,6.7,12.1,9.3,12.8
22105,2013-12-21,9.5,1022.2,65,5.2,14.2,6.7,4.3,6.1,9.9,10.5,12.8
22105,2013-12-22,4.8,1027,76,4.5,14.4,4.5,2.9,3.6,5.3,9.2,10.7
22105,2013-12-23,5.1,1024.5,72,5.7,14.6,3.1,1.9,2.3,3.8,8.8,10.7
22105,2013-12-24,7.5,1028.1,66,5.8,14.4,3,1.8,2.5,4.5,6.7,9.1
22105,2013-12-25,5.1,1026.5,51,8.3,14.7,2.6,1.6,2.3,3.4,8.1,9.1
22105,2013-12-26,7.5,1016.5,57,6.5,15.1,2.2,1.4,1.9,3,6,9.1
22105,2013-12-27,11.1,1014.5,78,2,14.7,4.8,3,4,6.2,7.7,9.1
22105,2013-12-28,8.7,1017,57,0.8,14.1,5.2,3.2,3.9,7.1,10,12.8
22105,2013-12-29,8.9,1016.7,49,2.8,13.7,3.5,2.2,3,5.7,8.9,10.7
22105,2013-12-30,8.6,1013.9,49,6.7,13.9,2.5,1.5,2,3.7,5.9,8
22105,2013-12-31,8,1010.2,45,8,14.2,2.2,1.3,1.6,2.8,5.1,7.1
22105,2014-01-01,10.4,,43,8.3,14.5,3.5,2.2,2.9,4.5,7.1,9.1
22105,2014-01-02,4.8,1018,43,7.2,13.9,3,1.9,3,4.8,7.5,9.1
22105,2014-01-03,6,1015,41,9.7,13.7,1.7,1,1.4,2.4,5.3,7.1
22105,2014-01-04,9.3,1018.2,70,4.3,12.6,3.6,2.2,3,4.9,7.1,9.1
22105,2014-01-05,6.2,1021.6,78,4.1,12,2.7,1.7,2,3.5,6.7,8
22105,2014-01-06,5.3,1026.6,72,5.4,12.8,2.2,1.5,2.4,3.6,5.6,6.4
22105,2014-01-07,3.8,1023.1,48,7.5,12.8,1.3,0.8,1,1.7,6.6,9.1
22105,2014-01-08,5.8,1017.2,62,7.5,12.8,1.6,1,2.4,4.4,5.3,7.1
22105,2014-01-09,10,1022.8,73,-0.5,12.2,5.8,3.6,4.9,7.1,8.9,10.7
22105,2014-01-10,7.6,1027.8,49,0.8,12.7,2.6,1.6,2,3.5,6.5,9.1
22105,2014-01-11,6.4,1028.3,45,3.2,12.1,2.1,1.3,1.7,2.9,5.6,7.1
22105,2014-01-12,8.4,1024.5,55,3.9,12.2,2.6,1.6,2,3.1,5.9,7.1
22105,2014-01-13,6.2,1028.5,60,0.9,11.7,3.4,2.1,2.9,5.8,8,9.1
22105,2014-01-14,5,1030.3,52,2.2,12.1,2.4,1.5,1.8,3.1,7.2,8
22105,2014-01-15,7.1,1029.1,54,3.4,11.7,2.7,1.7,2.3,3.6,7.1,10.7
22105,2014-01-16,4.7,1027.2,52,4.6,12.2,2,1.3,1.6,2.6,6.5,9.1
22105,2014-01-17,6.3,1024.5,61,4.6,12.3,2.2,1.4,1.7,2.7,6.3,7.1
22105,2014-01-18,10.4,1022.4,60,3.2,12.2,3.7,2.3,3.7,5.5,6.5,8
22105,2014-01-19,5.8,1027,60,3.2,11.9,3.1,1.9,2.5,4.4,7.6,9.1
22105,2014-01-20,5,1017,53,5.1,11.8,1.9,1.2,1.5,2.4,7.7,9.1
22105,2014-01-21,10.1,1020.2,75,1.6,11.7,3.7,2.3,3.5,5.4,7.2,8
22105,2014-01-22,4.9,1024.8,56,2.6,11,2.2,1.3,1.9,3.7,6.6,8
22105,2014-01-23,4.4,,54,5.8,11,1.3,0.8,1.2,2.2,3.9,6.4
22105,2014-01-24,4.3,,51,9,10.7,1.9,1,1.3,2.5,2.8,5.3
22105,2014-01-25,7,,78,8.7,9.5,1.9,1,1.5,2.6,2.8,4.9
22105,2014-01-26,6.5,,74,1.9,8.7,3.7,2.1,3.4,6,5.3,9.1
22105,2014-01-27,8.5,,47,6.8,8.7,2.5,1.4,1.8,3.2,3.3,5.3
22105,2014-01-28,5.7,,51,6.6,9.2,2.8,1.5,2.2,3.6,4.3,7.1
22105,2014-01-29,6,,59,8.5,9.2,2.3,1.3,1.9,3.3,4.2,8
22105,2014-01-30,6.8,,66,9.4,9.1,2.5,1.5,2.6,4.3,4.7,7.1
22105,2014-01-31,5.3,,47,6.4,9.1,2.9,1.6,2.4,4.4,4.6,9.1
22105,2014-02-01,5.2,,77,7.9,9.1,1.6,0.9,1.2,2,3.6,8
22105,2014-02-02,2.7,,83,8.3,9.8,1.5,0.9,1.1,2,4.6,7.1
22105,2014-02-03,8.7,,67,5.1,8.9,3.2,1.7,3,4.9,4,9.1
22105,2014-02-04,10.1,,66,-0.5,8,4.5,2.5,3.2,5.9,6.4,9.1
22105,2014-02-05,5.5,,69,-1.2,8.1,3.4,2.1,2.6,4.6,8,9.1
22105,2014-02-06,3.6,1026.2,63,2.4,9.9,2.2,1.3,1.7,2.7,7,9.1
22105,2014-02-07,10.7,1023.3,79,3.4,11.3,4.1,2.5,3,5.5,6.6,7.1
22105,2014-02-08,8.5,1018.7,73,2.9,10.9,3.2,2,2.8,4.8,6.5,7.1
22105,2014-02-09,9.8,1020.2,81,1.6,10.5,3.3,2.1,3,4.6,6.8,8
22105,2014-02-10,9.2,1027.4,69,-0.5,10,4.1,2.8,3.4,4.9,8.3,9.1
22105,2014-02-11,5.3,1028.9,58,-0.2,10,3.3,2.1,2.5,3.7,8.9,9.1
22105,2014-02-12,5.2,1029.4,77,1.8,10,2.6,1.6,1.9,3,8.5,9.1
22105,2014-02-13,8.4,1031.7,68,2.5,10.7,2.7,1.6,2,3.5,5.8,7.1
22105,2014-02-14,7.5,1029.7,62,2.5,10.3,2.3,1.4,1.6,2.7,6.3,7.1
22105,2014-02-15,6.4,1026.4,65,4,10.5,2.4,1.5,1.9,3.2,7.2,9.1
22105,2014-02-16,2.9,1027.2,62,6.9,10.9,2.8,1.7,2.1,3.6,9.1,10.7
22105,2014-02-17,8.7,1029,68,4.2,9.6,3,1.8,2.6,4,7.7,9.1
22105,2014-02-18,7.9,1029.8,63,0.8,8.9,3.6,2.2,2.5,5,7.9,9.1
22105,2014-02-19,3.5,1027.3,57,1.9,8.1,3.3,2,2.3,4.2,8.9,10.7
22105,2014-02-20,4.4,1025.9,78,3.7,8.5,3,1.8,2.1,3.5,9.4,10.7
22105,2014-02-21,4.1,1029.2,82,3.3,10.3,2.2,1.4,1.9,3.1,8.1,9.1
22105,2014-02-22,4.8,1031.2,81,4.3,10.4,1.8,1.1,1.3,2.1,6.9,8
22105,2014-02-23,3.7,1030.9,85,4.8,10.4,1.8,1.1,1.3,2.2,6.1,9.1
22105,2014-02-24,2.2,1027.6,67,7.2,10.5,1.2,0.8,1.1,1.8,7.5,9.1
22105,2014-02-25,3.7,1027.6,56,9.4,10.9,0.7,0.4,0.6,1,4.5,7.1
22105,2014-02-26,6,1025.7,73,9.8,11,1.2,0.7,1,1.6,3.8,5.3
22105,2014-02-27,2.6,,88,9.8,10.2,1.4,0.9,1.1,1.8,5.5,5.8
22105,2014-02-28,7.4,1023.6,69,7,9.8,2.6,1.6,2,3.6,6.4,8
22105,2014-03-01,6.8,1019,80,7.6,10.1,2.2,1.4,2.1,3.2,5.8,8
22105,2014-03-02,8.3,1020.2,73,4.8,9.2,2.9,1.8,2.3,4.1,6.7,8
22105,2014-03-03,5.4,1027.3,58,5.5,9.4,1.9,1.1,1.7,2.5,6.1,8
22105,2014-03-04,9.4,,60,9.3,10,2.1,1.3,1.7,2.8,4.6,5.8
22105,2014-03-05,8.8,1020,67,3.8,10.8,3.1,2,3.2,4.8,6.8,9.1
22105,2014-03-06,6.1,1024.5,47,2.4,9.9,2.8,1.8,2.9,4.9,6.8,8
22105,2014-03-07,7.6,1026.2,53,2.1,8.8,2.7,1.6,2.2,3.5,6.1,7.1
22105,2014-03-08,5.2,1022.9,46,4,10,2.1,1.3,2.1,3.4,6.4,8
22105,2014-03-09,9.1,1018.4,51,4.4,11.2,2.8,1.7,2.6,4.5,5.9,8
22105,2014-03-10,6.4,1024.8,51,3.8,10.8,2.7,1.7,2.4,3.8,7.2,9.1
22105,2014-03-11,6.2,1022.6,46,9.7,11.7,1.9,1.1,1.6,2.9,6.3,9.1
22105,2014-03-12,6,1018,64,10,11.8,1.9,1.2,1.6,2.9,4.9,7.1
22105,2014-03-13,11.1,1015,74,4.4,12.2,4.2,2.7,3.4,5.9,7.2,8
22105,2014-03-14,5.6,1018,57,4.5,12.1,3.1,1.9,2.6,4.7,7.6,8
22105,2014-03-15,6.4,1016.9,49,9.7,11.9,2.1,1.3,1.6,2.7,7.6,9.1
22105,2014-03-16,6.6,1020.4,67,10.4,11,1.9,1.2,1.5,2.5,5.4,7.1
22105,2014-03-17,7.2,1016.6,81,11.8,10.2,2.1,1.3,2.2,4.6,4.9,6.4
22105,2014-03-18,8.6,1014.4,74,10.3,10.5,3,1.8,2.3,3.9,6.1,7.1
22105,2014-03-19,4.5,1019.6,58,7.8,11.1,2,1.2,1.9,3.3,6.5,8
22105,2014-03-20,6.3,1012.1,78,6.4,11.9,2.4,1.5,2.6,4.3,6.6,9.1
22105,2014-03-21,6.2,1018.2,62,5.8,11.3,3.1,1.9,2.3,3.9,6.5,7.1
22105,2014-03-22,4.6,1021.7,54,9.6,10.7,2.1,1.3,1.6,2.9,8.2,9.1
22105,2014-03-23,3.6,1024.4,68,12.1,11.1,1.2,0.8,1.2,2,7.8,9.1
22105,2014-03-24,3.5,1019.6,68,12.7,12.2,1,0.6,0.9,1.5,5.2,7.1
22105,2014-03-25,5.1,1013.4,82,13.3,12.9,1.4,0.9,1.3,2.1,4.8,6.4
22105,2014-03-26,2.6,,94,12.7,12.7,0.9,0.6,0.9,1.4,4.9,5.8
22105,2014-03-27,5.4,1015.9,92,11.8,12.5,1.2,0.8,1.2,1.9,5.6,7.1
22105,2014-03-28,6.9,,85,13.4,12.5,1.7,1.1,1.3,2.3,5.2,6.4
22105,2014-03-29,5.3,1009.3,86,13.4,12.9,1.5,0.9,1.4,2.4,4.5,5.8
22105,2014-03-30,10.2,1010.1,83,8.6,12.1,3.5,2.2,2.9,4.9,6.3,8
22105,2014-03-31,4.1,1016.2,79,11,11.8,2.1,1.3,1.7,3.2,7.1,9.1
22105,2014-04-01,4.5,1016.2,91,11.9,12.3,1.6,1,1.5,2.6,7.4,9.1
22105,2014-04-02,4.7,1015.4,86,12.9,12.3,1.1,0.7,0.9,1.5,4.4,5.3
22105,2014-04-03,7.3,,89,8.8,12.2,1.9,1.2,3.9,6.8,4.7,8
22105,2014-04-04,8.9,1011.9,66,5.8,11.6,4.7,2.8,4.2,7.6,8,9.1
22105,2014-04-05,4.4,1013.4,63,6.9,12.8,3.1,1.9,2.4,4.1,8.6,10.7
22105,2014-04-06,6.7,1017,62,7.5,12.5,3,2,2.6,4.2,10.4,10.7
22105,2014-04-07,4.3,1012.9,65,13.8,13.1,1.9,1.2,1.6,2.5,11.8,12.8
22105,2014-04-08,5.1,1015.6,79,12.4,13,1.6,1,1.3,2.1,10.2,10.7
22105,2014-04-09,3.6,1014,77,13.8,13.3,0.9,0.6,0.7,1.2,9.2,10.7
22105,2014-04-10,5.9,1020.3,60,10.6,12.8,2.1,1.3,1.8,3,5.9,9.1
22105,2014-04-11,5.9,1020.8,72,11.3,12.8,1.3,0.8,1,1.7,3.8,6.4
22105,2014-04-12,6.6,,73,12.5,13.5,1.4,0.9,1.4,2.1,4,4.9
22105,2014-04-13,2.9,1018.9,77,12.8,14,0.9,0.6,0.7,1.1,5.7,9.1
22105,2014-04-14,5.6,,73,13,14.6,1.5,0.9,1.5,2.3,7.7,10.7
22105,2014-04-15,4.7,1014.5,75,15.6,14.7,1.2,0.7,1.5,2.4,4.5,8
22105,2014-04-16,3,1014.2,88,14,14.6,1,0.6,1.1,1.7,4.4,5.8
22105,2014-04-17,3.5,1014.3,87,13,14.6,1,0.6,0.7,1.3,4.4,5.8
22105,2014-04-18,5.6,1017.4,74,11.7,14.6,1.4,0.9,1.1,1.9,4.6,5.3
22105,2014-04-19,4.5,1023.5,60,11.7,14.3,1.8,1.1,1.5,2.6,4,6.4
22105,2014-04-20,6.8,1018.4,71,11.2,14.3,2.1,1.2,1.4,2.4,3.6,6.4
22105,2014-04-21,4.3,1013.8,72,14.3,14.3,1.2,0.8,1.3,2.3,4.5,6.4
22105,2014-04-22,3.7,,70,14.8,15,0.7,0.4,0.6,1.1,4,8
22105,2014-04-23,4.1,,72,15.6,15.6,0.5,0.3,0.6,1,3.4,8
22105,2014-04-24,6.1,1020.5,82,15.5,15.6,1,0.7,1.1,1.6,3.4,4.3
22105,2014-04-25,4.4,1022.5,81,16.2,16,0.9,0.5,1,1.8,3.8,4.9
22105,2014-04-26,8.3,1021.5,77,16.2,15.4,1.5,1,1.3,2.5,3.8,4.6
22105,2014-04-27,4.6,1020,86,15.7,15.1,1.1,0.7,1.1,1.8,4.1,5.8
22105,2014-04-28,5.7,1018.1,83,14.4,15.1,1.1,0.7,1.1,1.8,4.4,5.3
22105,2014-04-29,9.6,1010.5,92,14,15.1,3.3,2.2,2.7,4.2,6.4,7.1
22105,2014-04-30,7.2,1009.9,92,12.6,15.1,3.1,1.9,2.8,4.3,6.2,7.1
22105,2014-05-01,3.6,,88,14.4,14.8,1.2,0.8,1.2,2,5.3,6.4
22105,2014-05-02,5.3,1008.9,78,16.9,15.5,1.3,0.8,1.4,2.4,4.6,5.3
22105,2014-05-03,8.1,1014.9,57,15.2,15.7,3,1.8,2.6,4.3,6.2,8
22105,2014-05-04,7.8,1012.6,71,15.5,15.3,2,1.2,1.7,2.9,5.1,8
22105,2014-05-05,6.3,1013.4,45,13.1,14.8,2.7,1.7,2.2,3.6,6.1,8
22105,2014-05-06,7.7,1016.1,53,14,15.1,1.8,1.1,1.5,2.4,4.9,6.4
22105,2014-05-07,8.6,1012.8,72,15,14.7,2.2,1.4,2.5,4.6,5.1,7.1
22105,2014-05-08,7.4,1008.5,76,14.5,14.7,2.2,1.4,2.1,3.4,5.4,7.1
22105,2014-05-09,4.7,1018.1,68,14.3,15.1,1.1,0.7,1.1,1.6,4.6,7.1
22105,2014-05-10,3.7,1022.7,75,14.8,15,1.3,0.8,1.3,2.2,7.3,9.1
22105,2014-05-11,6.5,,85,14.8,15.2,1.5,0.9,1.2,2,6,8
22105,2014-05-12,7.7,1002.9,79,16.8,15.1,3.5,2.2,3,5.1,6.9,8
22105,2014-05-13,6.6,1003.9,65,18.5,15.3,2,1.2,1.4,2.6,5.3,7.1
22105,2014-05-14,5.7,1000,76,17.8,16,1.4,0.9,1.3,2.1,4.4,5.8
22105,2014-05-15,3.3,997.6,80,17.2,16.4,1,0.6,1.2,2.1,4.2,5.8
22105,2014-05-16,5.2,1006.2,58,18.6,16.7,1.8,1.1,1.8,2.6,6.6,9.1
22105,2014-05-17,4.9,1012.8,79,16.6,16.8,3.3,2.1,2.7,4.3,10.5,10.7
22105,2014-05-18,5,1013.7,84,17,17,2.1,1.4,1.9,2.9,9.6,10.7
22105,2014-05-19,4.2,,83,18.2,17.1,2,1.2,1.6,2.4,9.6,10.7
22105,2014-05-20,4.9,,82,18.4,17.1,1.4,0.9,1.2,1.9,7.9,10.7
22105,2014-05-21,5.1,,84,15.7,16.9,1.3,0.8,1.3,2.2,4.3,5.3
22105,2014-05-22,3.2,1013.3,79,15.6,17.2,1.2,0.8,1,1.6,6.3,8
22105,2014-05-23,5.1,1019.2,76,16.5,17.1,2,1.2,1.8,2.8,7.3,9.1
22105,2014-05-24,5.7,1013.7,82,19.5,17.7,2.1,1.3,2,3.5,6.5,9.1
22105,2014-05-25,5.9,1008.4,84,19,17.6,2,1.2,2.8,4.4,5.7,7.1
22105,2014-05-26,6.8,999.2,79,18.7,17,2.6,1.6,2.5,4.1,6.8,9.1
22105,2014-05-27,6.2,997.9,67,19.8,16.8,2,1.2,1.5,2.8,6.6,8
22105,2014-05-28,5.7,1000,78,19,16.5,2.1,1.4,1.9,3.1,6.5,8
22105,2014-05-29,4.4,1004.8,81,19.4,16.9,1.3,0.8,1.2,2.2,5,7.1
22105,2014-05-30,1.7,1008.5,76,21.4,18.3,0.8,0.5,0.7,1.1,4.2,4.9
22105,2014-05-31,2.9,1011.7,82,21.3,19.4,0.5,0.3,0.4,0.6,4.1,7.1
22105,2014-06-01,3,1009.9,80,21.3,18.5,0.5,0.3,0.5,0.8,3.5,4.3
22105,2014-06-02,2.1,1009.7,88,19,17.7,0.8,0.5,0.7,1.2,3.8,4.9
22105,2014-06-03,3.1,1009.3,92,18.3,17.7,0.5,0.3,0.5,0.9,3.7,4.9
22105,2014-06-04,4.5,1008.1,95,18.1,18,1,0.6,0.8,1.5,4.5,6.4
22105,2014-06-05,3.7,1006.4,91,18.7,18.2,1.5,0.9,1.5,2.4,5.5,7.1
22105,2014-06-06,4.5,1006.2,81,18.2,18.3,1.5,0.9,1,1.6,5.8,7.1
22105,2014-06-07,4.5,1007,82,17.7,18.3,1.2,0.7,0.8,1.4,6.1,7.1
22105,2014-06-08,4.4,,84,18.2,18.4,1.2,0.7,1,1.5,6,7.1
22105,2014-06-09,3.4,,86,18.4,18.8,1.4,0.9,1,1.7,6.4,7.1
22105,2014-06-10,3.3,1012.3,86,19.1,19,1.4,0.9,1.1,1.7,7,8
22105,2014-06-11,5.9,1008.2,90,17.7,19.2,1.5,1,1.1,1.9,6.4,8
22105,2014-06-12,6,1003.2,86,17.6,19.1,1.5,0.9,1.1,1.9,5.2,6.4
22105,2014-06-13,2.4,1004.3,78,19.6,19.3,1.4,0.9,2.1,3,6.8,10.7
22105,2014-06-14,4.3,1005.5,83,21.1,20.1,2.4,1.5,2,3.6,9.9,10.7
22105,2014-06-15,3.2,1004.3,77,22.7,21.1,1.7,1,1.5,2.5,9.8,10.7
22105,2014-06-16,2.5,1004.6,74,23.4,21.7,0.9,0.6,0.7,1.1,7.7,9.1
22105,2014-06-17,3.1,,86,21.2,21.8,0.9,0.6,0.7,1.1,5.1,6.4
22105,2014-06-18,2.9,1005.7,77,21.8,21.2,1,0.6,0.7,1.2,5.6,7.1
22105,2014-06-19,5,1005,87,21.6,21.2,1.1,0.7,1.1,1.7,4.3,6.4
22105,2014-06-20,4.7,1010.5,82,19.7,20.8,1.8,1,1.5,2.6,5.8,7.1
22105,2014-06-21,4.6,1010.7,81,20,20.7,1.1,0.7,0.8,1.3,5.2,5.8
22105,2014-06-22,3.4,1008.9,75,20.2,20.6,1,0.6,0.7,1.2,4.7,5.3
22105,2014-06-23,3.4,1007.1,77,20.4,21,0.8,0.5,0.6,1.1,4.9,5.8
22105,2014-06-24,2.6,1006.7,83,21.1,21.5,0.6,0.4,0.5,0.8,4.9,5.8
22105,2014-06-25,5.1,1008.4,87,21.4,21.4,0.7,0.4,0.7,1.2,3,5.8
22105,2014-06-26,5.8,1007.4,89,21.8,21.6,1.1,0.7,0.8,1.4,3.5,4.3
22105,2014-06-27,6.3,1004.9,85,22.1,21.7,1.2,0.8,1.1,2,3.7,4.6
22105,2014-06-28,3.5,1001.8,85,22.2,22.2,0.5,0.3,0.4,0.6,2.9,4.9
22105,2014-06-29,3.7,1005.4,85,21.6,22.3,0.6,0.4,0.6,0.9,3.8,4.6
22105,2014-06-30,2.9,1009,84,22.2,22.6,0.6,0.4,0.6,0.9,4.5,5.3
