지점,일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec)
22105,2001-01-28,,,,,,,,1.6,3.3,,4.4
22105,2001-05-18,,,,,,,,1.9,3.9,,5.1
22105,2001-05-19,,,,,,,,0.9,2,,4.5
22105,2001-05-20,,,,,,,,1,2.3,,4.5
22105,2001-05-21,5.8,1008.3,93,15.6,16.6,1.5,0.7,1.2,2.5,3.9,4.4
22105,2001-05-22,8.5,1008.1,95,14.2,16.3,2.5,1.2,1.6,3.4,4.1,4.3
22105,2001-05-23,8,1006.2,95,14.9,16.6,2.7,1.3,1.7,3.5,4.2,4.9
22105,2001-05-24,8.6,1006.7,90,13.9,16.5,2.5,1.2,1.6,3.3,4,4.4
22105,2001-05-25,5.4,1006.7,87,16.3,16.5,1.7,0.8,1.2,2.6,4.1,4.5
22105,2001-05-26,3.4,1008.2,85,17.5,16.6,0.8,0.4,0.6,1.2,3.8,4.1
22105,2001-05-27,2.6,1006.8,92,16.7,16.9,0.6,0.3,0.4,0.8,3.4,3.6
22105,2001-05-28,4.6,1006.6,91,17.7,17.3,0.6,0.3,0.5,1.1,3.4,3.9
22105,2001-05-29,4.2,1007.8,85,18.5,17.8,0.7,0.3,0.5,1.1,3.6,4.1
22105,2001-05-30,4.7,1006.4,85,18.7,17.7,1,0.5,0.7,1.7,3.8,4.3
22105,2001-05-31,4.7,1005.6,88,17,17.6,0.8,0.4,0.5,1.1,3.6,4.1
22105,2001-06-01,4.1,1007.6,73,18.6,17.6,0.7,0.3,0.5,1,3.4,3.7
22105,2001-06-02,4.4,1011.4,82,18.8,18,0.6,0.3,0.5,1.1,3.6,4.2
22105,2001-06-03,4.5,1007.5,77,20.5,18.5,0.8,0.4,0.5,1.1,3.5,4.1
22105,2001-06-04,4,1005.5,81,20.6,18.9,0.8,0.4,0.5,1.2,3.7,4.3
22105,2001-06-05,6.1,1003,89,19.2,18.4,1.5,0.7,1.5,3.2,3.9,4.5
22105,2001-06-06,3.1,1003.9,96,18.5,18.6,0.6,0.3,0.4,0.7,4,4.9
22105,2001-06-07,2.3,1009.2,90,18.3,18.8,0.5,0.2,0.3,0.6,3.4,4.7
22105,2001-06-08,2.8,1012.3,84,18.8,19.3,0.4,0.2,0.3,0.5,3.5,4
22105,2001-06-09,2.7,1011.9,85,19.1,19.7,0.7,0.3,0.4,0.9,3.7,4.3
22105,2001-06-10,4.4,1010.2,88,19.2,19.7,0.8,0.4,0.4,0.9,3.4,4.2
22105,2001-06-11,4.7,1011,78,18.3,19.5,0.8,0.4,0.5,1.1,3.5,4
22105,2001-06-12,4.5,1008.4,85,18.7,19.8,0.8,0.4,0.5,1.2,3.4,4
22105,2001-06-27,,1005.3,68,23.5,21.9,,,0.1,0.2,,3.3
22105,2001-06-28,2,1003.6,88,23.3,22.4,,,,,,
22105,2001-06-29,2.7,1003.4,95,22.7,22.8,,,,,,
22105,2001-06-30,8.1,998.5,91,21.7,21.6,,,,,,
22105,2001-07-01,5,1008.1,92,20.9,21.5,,,,,,
22105,2001-07-02,3.9,1008.4,92,22.8,21.7,,,,,,
22105,2001-07-03,3.6,1006.9,91,23.2,22.3,,,,,,
22105,2001-07-04,4.6,1004.4,83,24.2,22.5,,,,,,
22105,2001-07-05,7.7,1002.3,85,23.6,22.1,,,,,,
22105,2001-07-06,2.9,1009.9,90,21.9,21.9,,,,,,
22105,2001-07-07,4.9,1010.9,90,20.6,21.7,,,,,,
22105,2001-07-08,6.6,1007.5,91,21.5,22,,,,,,
22105,2001-07-09,5.3,1006.9,96,22.1,22.4,,,0.4,0.8,,3.5
22105,2001-07-10,3.5,1003.6,85,23.2,23,0.8,0.4,0.4,1,3.9,4.5
22105,2001-07-11,4.5,999.3,93,23.1,23.1,0.7,0.4,0.5,1.1,3.8,4.2
22105,2001-07-12,4.8,998.9,86,23,23,0.9,0.4,0.6,1.2,4.1,5.1
22105,2001-07-13,2.9,1004.3,89,23.3,22.8,0.7,0.3,0.4,0.9,4,4.4
22105,2001-07-14,2.3,1008.4,92,23.5,23.4,0.4,0.2,0.3,0.6,3.6,4.2
22105,2001-07-15,6.2,1005.3,94,22.5,23.3,1.1,0.5,0.7,1.4,3.5,4
22105,2001-07-16,6.4,1005.7,88,22.1,23.2,1.1,0.5,0.6,1.3,3.6,4.1
22105,2001-07-17,4.8,1008.2,83,22.5,23.3,0.8,0.4,0.5,1.1,3.4,3.9
22105,2001-07-18,2.9,1009.1,81,22.3,23.7,1,0.4,0.6,1.4,4.1,4.9
22105,2001-07-19,5.3,1008.2,85,23,23.5,0.9,0.4,0.4,1,3.8,4.7
22105,2001-07-20,4.2,1006.4,91,24.2,23.8,0.8,0.4,0.5,1.1,3.7,4
22105,2001-07-21,3.8,1007.9,90,25.2,24.3,0.5,0.3,0.4,0.9,3.4,3.7
22105,2001-07-22,7.9,1007.1,87,25.5,23.6,1.7,0.8,1.4,2.9,4,4.4
22105,2001-07-23,5.7,1007.1,85,25.6,23.7,1,0.5,0.6,1.5,3.9,4.4
22105,2001-07-24,2,1009.1,84,25.8,25,0.4,0.2,0.3,0.8,3.5,3.8
22105,2001-07-25,2.1,1011.3,89,25.2,25.8,0.2,0.1,0.2,0.3,3.2,3.5
22105,2001-07-26,4.7,1010.3,88,25.1,25.6,0.3,0.2,0.2,0.5,2.7,2.9
22105,2001-07-27,6.4,1009.4,85,25.2,25.4,0.7,0.4,0.4,0.9,3.4,3.7
22105,2001-07-28,7.2,1006.9,89,25.4,25.1,1.1,0.5,0.7,1.4,3.8,4
22105,2001-07-29,7.2,1005.5,86,25.8,24.8,1.8,0.9,1.2,2.4,4.4,4.7
22105,2001-07-30,6.7,1006.7,87,25.7,24.9,1.1,0.5,0.6,1.4,4,4.3
22105,2001-07-31,5.6,1006.5,88,25.5,25.1,1,0.5,0.7,1.5,3.8,4.2
22105,2001-08-01,4.6,1008.9,90,26,25.4,1.2,0.6,0.8,1.7,4.3,5.1
22105,2001-08-02,1.3,1014.8,95,25.5,25.9,2,0.9,1,2.5,5.4,6
22105,2001-08-03,,1017.9,98,25,25,,,,,,
22105,2001-08-04,1.5,1016.1,99,25.1,25.7,0.8,0.4,0.5,1.1,5.1,5.9
22105,2001-08-05,3.3,1010.5,92,26.6,26.7,0.5,0.2,0.4,0.8,3.5,4.7
22105,2001-08-06,4.3,1004.8,87,26.5,26.6,0.5,0.3,0.4,0.8,3.3,4
22105,2001-08-07,5.9,1002.4,87,26.1,26.3,0.7,0.3,0.4,0.9,3.4,4
22105,2001-08-08,4.4,1003.3,93,24.6,23.8,1.2,0.6,1,2.2,4,4.7
22105,2001-08-09,4.7,1008.8,80,24.5,23.5,1.9,0.9,1.1,2.4,4,4.5
22105,2001-08-10,2.7,,,,,1.1,0.5,0.9,1.9,4,4.3
22105,2001-08-12,6,1014.6,76,24.7,25.6,1.1,0.5,0.7,1.4,3.6,3.9
22105,2001-08-13,4.7,1014.2,78,24.8,26.8,1.1,0.5,0.6,1.4,3.7,4.1
22105,2001-08-14,4.2,1013.4,90,25.2,26.6,1,0.5,0.5,1.2,3.7,4.1
22105,2001-08-15,3,,,,,0.7,0.3,0.5,1.2,3.7,4.7
22105,2001-08-16,2,1013.1,94,26.5,27.2,0.3,0.2,0.2,0.4,3.2,3.5
22105,2001-08-17,3.6,1013,89,26.1,27.7,0.4,0.2,0.3,0.7,2.9,3.2
22105,2001-08-18,7.3,1013.5,85,25.9,27.4,1.5,0.7,1.4,3,3.6,4.4
22105,2001-08-19,6.8,1013.5,81,25.3,27.4,2.5,1.2,1.5,3.1,4.2,4.7
22105,2001-08-20,4.1,1008.7,83,25.4,27.7,1.4,0.6,0.8,1.8,3.9,4.2
22105,2001-08-21,2.8,999.6,86,25.9,28,1.1,0.5,0.6,1.5,4.1,4.7
22105,2001-08-22,3,996.1,79,26.2,28.2,1.2,0.6,0.7,1.5,4.2,5.1
22105,2001-08-23,2.8,998.9,70,27,28.3,1.1,0.5,0.6,1.3,4.4,5.3
22105,2001-08-24,3,1004.1,69,26.9,27.9,0.9,0.4,0.5,1.1,3.8,4.5
22105,2001-08-25,2.2,1008,74,26.3,28,0.7,0.4,0.4,0.9,3.7,4.5
22105,2001-08-26,5.3,1009.9,71,25.1,27.8,1.1,0.5,0.9,2.1,3.5,4.1
22105,2001-08-27,8.1,1011.6,67,24.3,27.3,2.5,1.2,1.7,3.5,4.1,4.7
22105,2001-08-28,6.9,1012.7,69,23.8,26.7,2.9,1.4,1.6,3.8,4.5,4.9
22105,2001-08-29,4.1,1012.9,66,23.4,26.5,2,1,1.3,2.6,4.5,5
22105,2001-08-30,3.3,1011.4,61,23.6,26.4,1.3,0.6,0.9,2,4,5.1
22105,2001-08-31,3.8,1010.5,58,23.8,26.5,0.9,0.4,0.5,1.1,3.4,3.9
22105,2001-09-01,2.7,1011.3,67,24.6,25.9,0.6,0.3,0.4,0.8,3.7,4.5
22105,2001-09-02,5.6,1014.8,75,25,26,0.7,0.3,0.5,1,3.1,3.6
22105,2001-09-03,5.6,1016.1,70,24.2,26.2,1.9,0.9,1.1,2.2,3.9,4.2
22105,2001-09-04,3.2,1013.9,65,23,25.8,1.4,0.7,0.9,2,4,4.4
22105,2001-09-05,2.4,1010,68,23.7,26.2,1.1,0.5,0.6,1.4,4.1,4.7
22105,2001-09-06,3.4,1007.9,72,24.6,26,0.7,0.3,0.4,0.9,3.5,4.1
22105,2001-09-07,7.8,1011.1,79,24,25.9,2.5,1.2,1.7,3.6,4.3,4.8
22105,2001-09-08,7.2,1013.4,76,24.4,25.8,2.6,1.2,1.3,3,4.3,4.6
22105,2001-09-09,8.9,1011,87,23.4,25.6,2.8,1.3,1.6,3.2,4.2,4.5
22105,2001-09-10,10,1009.9,80,22.8,25.1,3.8,1.8,2.4,5.6,4.7,5.3
22105,2001-09-11,11,1012.9,66,22.8,24.8,4.7,2.2,2.5,5.2,5.1,5.5
22105,2001-09-12,7.6,1014.8,61,22,24.6,3.3,1.5,1.9,4.4,4.6,5
22105,2001-09-13,4.2,1015.4,59,21.4,24.5,2.2,1,1.3,2.7,4.4,4.7
22105,2001-09-14,6.1,1015.2,72,21.3,24.3,1.9,0.9,1.2,2.5,3.9,4.3
22105,2001-09-15,6.4,1013.9,70,21.9,24,2.2,1,1.2,2.4,4.1,4.4
22105,2001-09-16,3.9,1011.3,76,22.5,24,1.4,0.7,0.8,2.1,4.1,5.1
22105,2001-09-17,3.3,1006.3,72,24.3,24.5,1.3,0.6,1,2,4.2,4.7
22105,2001-09-18,3.2,1009.2,68,24.2,24.5,1,0.5,0.7,1.5,4.1,5
22105,2001-09-19,7.5,1015.5,70,22.5,24.5,2.3,1.1,1.3,3,4,4.4
22105,2001-09-20,5.1,1017.2,72,21.8,24.3,1.2,0.6,0.7,1.5,4,4.5
22105,2001-09-21,9.9,1024.3,60,18.1,23.3,3.6,1.7,2.7,5.9,4.6,5.3
22105,2001-09-22,4.7,1026.7,50,17.8,22.7,2.1,1,1.6,3.4,4.3,5
22105,2001-09-23,8.3,1020.1,67,20.2,22.4,1.6,0.8,1.3,2.7,3.7,4.2
22105,2001-09-24,2.1,1015.5,61,21.6,22.8,0.9,0.4,1,1.8,4,4.2
22105,2001-09-25,6.7,1014.5,69,20.4,22.8,2,1,1.8,3.8,4.2,4.9
22105,2001-09-26,3.9,1016.8,54,20.6,22.9,1.1,0.5,1.1,2.3,3.8,4.2
22105,2001-09-27,3.9,1016,63,22,23.5,0.6,0.3,0.4,0.9,3.2,3.5
22105,2001-09-28,7.4,,,,,2.4,1.1,1.5,3.3,4.1,4.8
22105,2001-09-29,5.2,,,,,1.6,0.7,1.2,2.5,3.9,4.6
22105,2001-09-30,7.7,1013.8,71,19.1,23.5,2.1,1,1.9,4.1,4,5
22105,2001-10-01,9.7,1007.2,79,19.2,22.7,3.9,1.8,2.5,5.2,4.8,5.4
22105,2001-10-02,5,1016.4,61,21.3,22.8,3.1,1.4,1.7,4,5.2,6.4
22105,2001-10-03,7.6,1018,65,21.8,22.5,2,0.9,1.3,2.7,4.2,5.8
22105,2001-10-04,7.6,1012.9,68,21.5,22.3,2.1,1,1.3,2.7,4,4.5
22105,2001-10-05,8.1,1017,63,18.6,22.2,2.5,1.2,1.6,3.4,4.5,4.9
22105,2001-10-06,5.6,1022.7,54,18.4,22.2,2.4,1.1,1.5,3.1,4.6,5
22105,2001-10-07,6.4,1022.1,63,19.3,21.9,2,1,1.4,2.9,4.1,4.6
22105,2001-10-08,7.7,1017.2,69,19.7,21.9,2.3,1.1,1.5,3.1,4.1,4.4
22105,2001-10-09,8.6,1010.2,77,19.5,22.1,2.6,1.2,1.7,3.6,4.2,4.4
22105,2001-10-10,10.7,1001.9,64,19.7,22.2,4,1.9,2.6,6.1,5,5.6
22105,2001-10-11,7.5,1011.1,68,18.4,21.5,3.5,1.7,2,4.7,5,5.6
22105,2001-10-12,3.8,1015.3,72,18.1,21.3,2.7,1.2,1.6,3.4,5,5.9
22105,2001-10-13,2.8,1016.2,57,20,21.3,1.7,0.8,1,2.2,4.8,5.4
22105,2001-10-14,2.6,1019.9,67,20.4,21.7,1.3,0.6,0.7,1.7,4.7,5.4
22105,2001-10-15,4.9,1021.5,66,19.7,21.3,1.3,0.6,1,2.1,4,4.4
22105,2001-10-16,5.1,1015,61,20.4,21.3,0.8,0.4,0.5,1,3.4,3.8
22105,2001-10-17,8.6,1016.5,61,16,20.3,3.4,1.6,2.3,5.1,4.6,5.4
22105,2001-10-18,4.6,1021,48,15.8,19.8,2.2,1,1.5,3.3,4.5,4.8
22105,2001-10-19,4.6,1025.7,57,17.5,20.8,1,0.5,0.6,1.3,3.6,4.5
22105,2001-10-20,5.4,1026.6,61,18.5,20.9,0.8,0.4,0.6,1.2,3.1,3.5
22105,2001-10-21,4.5,1021.2,64,19.6,21.1,1.2,0.6,1.1,2.3,4.1,5.3
22105,2001-10-22,4.5,1016.1,72,19.7,21,0.7,0.4,0.5,1.1,3.5,4
22105,2001-10-23,4.2,1019.2,71,19.5,21,0.7,0.3,0.5,1.1,3.7,4.3
22105,2001-10-24,2.1,,,,,0.8,0.4,0.6,1.2,4.6,5.3
22105,2001-10-25,6.5,1023.5,68,18.3,20.9,2,0.9,1.1,2.4,3.9,4.3
22105,2001-10-26,7.3,1021.8,76,19.7,20.9,1.4,0.7,1.2,2.5,3.7,4.2
22105,2001-10-27,3.1,1019,73,20,21.2,0.7,0.3,0.4,0.9,3.6,3.9
22105,2001-10-28,8.4,,,,,2.6,1.2,2.7,6.3,4.1,5.5
22105,2001-10-29,6.6,1021.2,61,14.1,20.4,4,1.8,2.8,6.1,5.1,5.9
22105,2001-10-30,3.5,1019.4,60,16.9,20.5,1.8,0.8,1.2,2.8,4.5,5.3
22105,2001-10-31,3.9,1016.9,57,18.7,20.1,0.8,0.4,0.5,1.1,3.7,4
22105,2001-11-01,5.9,1017.9,55,17.3,19.9,1.3,0.6,1.3,3.3,4.2,5.3
22105,2001-11-02,3,1020.4,44,15.1,19.7,2.2,1,1.6,3.6,5,5.5
22105,2001-11-03,8,1018.3,51,15.1,19.8,2.1,1,1.6,3.4,4.6,5.1
22105,2001-11-04,7.5,1023.6,66,14.2,19.8,3,1.4,1.8,3.8,4.5,5.1
22105,2001-11-05,9.5,1015.5,60,15.9,19.6,2.5,1.2,1.5,3.7,4.4,4.7
22105,2001-11-06,9.5,1020.6,62,10.6,19.3,5,2.3,3.1,6.9,5.4,6
22105,2001-11-07,4.5,1025.5,47,13.3,19,2.3,1.1,1.6,3.5,4.4,5.5
22105,2001-11-08,2.8,1022.6,47,14.4,18.7,1,0.5,0.8,1.7,4.1,4.8
22105,2001-11-09,9.1,1021.6,60,13.6,19.2,3.5,1.6,3,6.3,4.8,5.7
22105,2001-11-10,3.9,,,,,2.1,1,1.5,3.3,4.4,5
22105,2001-11-11,3.5,1015.9,44,14.3,19.3,1.1,0.5,0.6,1.4,4.1,4.6
22105,2001-11-12,7.5,1016.3,67,11.8,19.1,2.8,1.3,1.9,4,4.6,5.1
22105,2001-11-13,6.5,1016.3,66,10,18.5,2.7,1.3,1.8,4.1,4.5,5.1
22105,2001-11-14,6,,,,,2.4,1.1,1.6,3.4,4.3,4.7
22105,2001-11-15,6.5,1016.9,38,10.9,20.2,1.2,0.6,0.6,1.5,3.9,4.3
22105,2001-11-16,8.2,1017.4,48,12.1,19.7,2.2,1.1,1.3,2.8,4.3,4.6
22105,2001-11-17,6.8,1021.3,53,11.8,18.7,2.6,1.2,1.7,3.3,4.4,4.7
22105,2001-11-18,2.6,1022.8,50,12.2,18.7,1.6,0.8,1.3,3,4.3,4.9
22105,2001-11-19,4.5,1022.1,54,13.7,18.5,0.7,0.3,0.4,1,3.7,4.7
22105,2001-11-20,2.5,1021.3,43,15.8,18.5,0.5,0.2,0.3,0.8,3.4,3.7
22105,2001-11-21,3.1,1021.4,51,14.5,18.1,0.6,0.3,0.4,1,3.8,4.1
22105,2001-11-22,2.9,1021.4,51,15.1,17.5,0.5,0.2,0.3,0.8,3.7,4.8
22105,2001-11-23,5,1019.1,49,15.7,17.7,0.7,0.3,0.4,0.9,3.7,4.2
22105,2001-11-24,5.1,1011.6,49,15.6,17.7,1.1,0.6,1.3,2.5,3.8,4.7
22105,2001-11-25,8.5,1013.6,46,10.6,18.1,3.1,1.5,2,4.2,4.7,5.6
22105,2001-11-26,10,1019.3,49,5.9,18.1,3.8,1.8,2.5,5.3,5.1,5.6
22105,2001-11-27,7.6,1019.2,46,5.6,17.6,2.7,1.3,1.9,3.6,4.8,5.7
22105,2001-11-28,7.5,1016.9,51,10,17.2,2.5,1.2,1.6,3.5,4.7,5.1
22105,2001-11-29,3.4,1012,71,11.9,17.2,1.1,0.5,0.7,1.7,4,4.6
22105,2001-11-30,8.5,1014.6,47,8.9,16.6,3.2,1.5,2.1,4.2,4.6,5.2
22105,2001-12-01,5.6,1018.4,41,8.6,16.3,2.5,1.2,1.7,4.2,4.7,5.1
22105,2001-12-02,4.1,1021.9,54,9.9,16.3,2.3,1.1,1.6,3.3,4.6,5.3
22105,2001-12-03,5,1021.2,49,8.9,16.3,2.3,1.1,1.7,3.3,4.5,5.1
22105,2001-12-04,6,1020.6,59,9.4,16.2,2.4,1.1,1.5,3.3,4.3,5
22105,2001-12-05,5.7,1019.6,52,9.4,16.4,2.1,1,1.3,2.7,4.1,4.5
22105,2001-12-06,9.9,1020.3,47,6.5,16.2,3.8,1.8,2.1,5.3,4.8,5.3
22105,2001-12-07,3.9,1027.3,50,6,15.9,2.3,1.1,1.6,3.6,4.5,5
22105,2001-12-08,6.8,1028.4,46,8.2,15.8,2,1,1.9,3.9,4.3,4.8
22105,2001-12-09,7.2,1030.5,58,8.4,15.7,2.4,1.2,1.4,3.1,4.3,4.8
22105,2001-12-10,8.1,1030.9,73,6.9,16.1,3.6,1.6,2,4.2,4.8,5.3
22105,2001-12-11,4.7,,,,,2.4,1.1,1.4,3.2,5,5.6
22105,2001-12-12,7.5,1024.1,65,11,16.2,2.1,1,1.3,2.7,3.9,4.3
22105,2001-12-13,10.9,1015.3,53,7,15.6,3.7,1.7,2.3,5.1,4.8,5.4
22105,2001-12-14,13.6,1020.3,58,1.4,15.6,5.6,2.6,3.2,7.5,5.4,5.8
22105,2001-12-15,11.8,1026.1,49,2.5,15.3,5.2,2.3,2.9,6.7,5.3,5.8
22105,2001-12-16,6.4,1028,47,4.9,15.1,2.5,1.1,1.4,3.4,4.3,4.7
22105,2001-12-17,8.5,1025.7,54,5.5,14.6,2.7,1.3,1.6,3.4,4.3,4.7
22105,2001-12-18,4.8,1029,48,5.1,14.6,2,1,1.3,2.6,4,4.4
22105,2001-12-19,5.6,1030.4,51,5.6,14.6,1.7,0.8,1,2.2,3.8,4.1
22105,2001-12-20,3.6,1029,51,6.2,14,1.8,0.8,1,2.3,4.3,5.4
22105,2001-12-21,9.2,1018.7,58,5.1,14.3,3.3,1.6,3,6.9,4.7,5.7
22105,2001-12-22,7.7,1019.9,71,3.7,14.4,4.1,1.8,3.1,7.4,5.2,5.9
22105,2001-12-23,6.2,1021.3,54,4.9,15,2.2,1,1.4,3,4.4,5.1
22105,2001-12-24,6.9,1023.4,71,5.3,14.5,2.6,1.2,1.7,3.9,4.4,5
22105,2001-12-25,9.2,1023.6,55,6.7,14.3,3,1.5,1.8,3.8,4.6,5
22105,2001-12-26,6.9,1024.5,49,6.5,14.1,2.3,1.1,1.4,3.2,4.3,4.8
22105,2001-12-27,6.6,1022.6,45,5.7,13.6,2,1,1.2,2.7,4.3,4.6
22105,2001-12-28,5.8,1021.4,48,5.7,13.2,2.3,1.1,1.3,3.3,4.5,5.5
22105,2001-12-29,8.9,1011.3,52,5.2,13.3,2.7,1.3,2.4,5.5,4.3,4.9
22105,2001-12-30,11.4,1015.2,54,1.6,12.8,4.3,2,3.2,6.7,4.8,5.6
22105,2001-12-31,6.8,1016.8,51,5.7,12.8,2.7,1.3,2,4.2,4.5,5
22105,2002-01-01,10.7,1012.8,68,3.5,12.9,3.7,1.8,2.3,5.5,4.7,5.4
22105,2002-01-02,13.9,1014.5,75,-2.7,12.2,5.7,2.6,3,7.2,5.3,5.7
22105,2002-01-03,8.8,1015.3,51,2,11.9,3.6,1.7,1.9,4.6,4.7,5.1
22105,2002-01-04,11.9,1008.1,59,6.5,11.7,3.6,1.6,2.5,5,4.5,5.2
22105,2002-01-05,11,1015.6,59,3.5,11.7,5,2.3,2.9,7.2,5.3,5.7
22105,2002-01-06,4.7,1021.7,54,6.1,11.6,2.2,1.1,1.5,3.1,4.6,5.2
22105,2002-01-07,14.7,1008.4,56,5.2,11.6,4.5,2.1,3.1,7.5,4.9,5.8
22105,2002-01-08,11.9,1012.5,60,0.2,11.8,5.8,2.6,3.6,7.6,5.5,6.1
22105,2002-01-09,6.3,1017.6,46,4.7,11.7,3.8,1.7,2.1,4.8,5.4,5.9
22105,2002-01-10,6.1,1010.9,56,8.5,13.3,2.3,1.1,1.5,3.5,4.4,5.1
22105,2002-01-11,7.1,1011.4,47,10.4,12.7,2.6,1.2,1.8,3.9,4.4,5.2
22105,2002-01-12,4.9,1016.7,49,12.5,13.6,1.8,0.9,1.3,2.8,4.2,4.8
22105,2002-01-13,8.8,1023.6,80,8.3,14,2.8,1.4,2.4,5,4.5,5.3
22105,2002-01-14,9.7,1021.1,82,11.8,14.1,2.8,1.3,1.5,3.8,4.4,4.6
22105,2002-01-15,7.8,1014.4,92,12.2,12.9,2.1,1,1.7,4,4.3,4.9
22105,2002-01-16,10.1,1013.5,78,5.3,12,3.3,1.6,1.8,4.2,4.4,4.7
22105,2002-01-17,7.5,1017.7,73,3.3,11.7,3.1,1.4,1.9,4.1,4.6,5.1
22105,2002-01-18,5.4,1021.8,67,5,11.6,1.7,0.8,1.2,2.5,4.2,4.7
22105,2002-01-19,6.1,1024.6,56,6.3,11.8,1.2,0.6,0.8,1.8,3.9,4.3
22105,2002-01-20,5.2,1018.9,65,8.1,10.8,0.9,0.4,0.5,1.1,3.9,4.2
22105,2002-01-21,9,1009.4,62,6.1,11.3,2.5,1.2,1.8,3.9,4.2,5.1
22105,2002-01-22,10.9,1010.5,55,1.2,11.6,4.2,1.9,2.3,5.4,4.8,5.2
22105,2002-01-23,8.6,1016.8,55,1.1,11,3.7,1.7,2.1,5.2,,5.2
22105,2002-01-24,6.1,1024.1,51,2.4,11.9,2.4,1.1,1.7,3.6,,4.2
22105,2002-01-25,2.8,1028.2,52,4.8,11.9,1.3,0.6,0.7,1.8,,4.5
22105,2002-01-26,6.7,1020.7,75,6.1,11.1,2.5,1.2,1.7,4.2,,5
22105,2002-01-27,8,1015,70,5.2,10.7,3.3,1.6,1.9,4.1,,5.5
22105,2002-01-28,10.2,1016.1,54,2.2,8.7,3.8,1.8,2.4,5,,
22105,2002-01-29,8.2,1019.1,55,1.2,8.5,3.2,1.5,2.1,4.5,,4.5
22105,2002-01-30,10,1020.1,55,2.7,10,3.7,1.8,2.2,4.6,4.6,5.1
22105,2002-01-31,4.7,1025.1,51,2.8,10.7,2.6,1.2,1.8,3.8,4.7,5.2
22105,2002-02-01,6.8,1023.9,47,5.2,10.8,2,0.9,1.2,2.6,4.1,4.8
22105,2002-02-02,5.4,1024.6,51,6.7,11.1,1.3,0.6,1,2.2,4,4.6
22105,2002-02-03,3.9,1027.8,46,6.3,11.3,1.1,0.5,0.6,1.3,4.3,4.9
22105,2002-02-04,6.3,1023.2,63,8.5,11.7,1,0.5,0.6,1.4,3.6,3.9
22105,2002-02-05,3.6,1016.2,38,9.7,11.7,0.7,0.3,0.4,0.9,3.6,4.4
22105,2002-02-06,4.9,1014,45,10.2,11.6,0.9,0.4,0.6,1.3,3.8,4.5
22105,2002-02-07,7.7,1015.8,47,8.2,11.4,2.7,1.3,2,4.8,4.6,5.3
22105,2002-02-08,7.6,1011.9,47,8.6,10.4,2.4,1.2,2.1,4.4,4.2,4.7
22105,2002-02-09,9.7,1017.5,44,2.3,9.8,4.2,1.9,2.6,6.4,4.9,5.5
22105,2002-02-10,9,1013.8,62,2.3,10.1,2.9,1.4,1.8,4.1,4.3,4.7
22105,2002-02-11,12.1,1013.5,46,2.4,10.6,4.1,2,2.3,4.9,4.8,5
22105,2002-02-12,4,1018.5,42,2.9,10.9,2.5,1.2,1.9,4.3,4.9,5.4
22105,2002-02-13,7.5,1022.3,67,3.4,11.1,2.1,1,1.4,2.9,4.3,5.2
22105,2002-02-14,3.8,1028.6,67,3.2,10.7,1.7,0.8,1.3,3,4.6,5
22105,2002-02-15,1.9,,,,,1.1,0.5,0.9,1.9,4.4,5.3
22105,2002-02-16,3.7,1020.4,43,8.2,10.5,0.6,0.3,0.5,1.1,3.7,4.1
22105,2002-02-17,8,1012.1,49,8.7,10.5,1.8,0.8,2.6,6,4.2,5.6
22105,2002-02-18,12.5,1019.4,55,2.7,10.3,5.5,2.6,3.1,6.6,5.4,5.8
22105,2002-02-19,8.8,1025.7,57,3,10.3,4,1.9,2.8,5.9,5,5.3
22105,2002-02-20,5.3,1024.1,50,8.8,10.4,2.2,1,1.2,2.7,4.5,5.2
22105,2002-02-21,3.1,1021.9,57,9.6,10.4,1.3,0.6,0.9,1.9,4.5,5
22105,2002-02-22,6.3,1021.6,60,9.3,10.5,1.7,0.8,1.4,3,3.9,4.3
22105,2002-02-23,6.4,1021.7,53,7.3,10.3,1.6,0.8,1.6,3.5,3.8,4.5
22105,2002-02-24,5.5,1026,58,5.8,10.3,1.3,0.6,0.7,1.6,3.8,4.5
22105,2002-02-25,4.5,1020.6,58,9.1,10.4,1.1,0.5,1.1,2.4,4.2,4.5
22105,2002-02-26,4.1,1018.9,61,8.6,10.4,1.1,0.5,1,2.2,3.7,4.1
22105,2002-02-27,2.8,1017,65,9.5,10.6,0.4,0.2,0.3,0.6,3.5,4
22105,2002-02-28,4.1,1017.7,73,10.1,10.6,0.6,0.3,0.4,0.8,3.4,3.9
22105,2002-03-01,3.9,1022.8,75,9.1,10.6,0.5,0.3,0.4,0.8,3.2,3.8
22105,2002-03-02,8.8,1024.7,70,6,10.4,2.2,1.1,1.9,3.9,3.9,4.5
22105,2002-03-03,7.1,1023.9,66,6,10.3,2,1,1.3,2.8,4.2,4.5
22105,2002-03-04,6.2,1022.4,61,7.5,10.4,1.6,0.8,1.3,2.6,4,4.3
22105,2002-03-05,4.9,1010.8,77,8,10.3,1.1,0.5,1.1,2.2,4.1,4.9
22105,2002-03-06,10.8,1005.2,62,6.1,10.2,3.3,1.5,2.7,5.7,4.5,5.6
22105,2002-03-07,9.2,1016.3,61,3.9,10.2,4.2,1.9,2.8,6.2,5,5.7
