,평균 수온(°C)
2016-06-12,20.3
2016-06-13,19.9
2016-06-14,20.8
2016-06-15,20.6
2016-06-16,20.7
2016-06-17,21.0
2016-06-18,21.2
2016-06-19,18.7
2016-06-20,20.1
2016-06-21,20.3
2016-06-22,20.9
2016-06-23,20.9
2016-06-24,20.3
2016-06-25,20.6
2016-06-26,21.6
2016-06-27,22.4
2016-06-28,20.9
2016-06-29,20.9
2016-06-30,21.3
2016-07-01,21.1
2016-07-02,20.0
2016-07-03,19.7
2016-07-04,20.0
2016-07-05,20.2
2016-07-06,19.6
2016-07-07,19.9
2016-07-08,20.4
2016-07-09,21.3
2016-07-10,21.8
2016-07-11,22.5
2016-07-12,22.9
2016-07-13,22.8
2016-07-14,22.2
2016-07-15,21.5
2016-07-16,21.7
2016-07-17,22.6
2016-07-18,23.3
2016-07-19,23.9
2016-07-20,24.3
2016-07-21,24.5
2016-07-22,24.6
2016-07-23,24.4
2016-07-24,24.6
2016-07-25,24.9
2016-07-26,25.6
2016-07-27,26.1
2016-07-28,25.6
2016-07-29,26.1
2016-07-30,26.2
2016-07-31,25.5
2016-08-01,25.2
2016-08-02,25.2
2016-08-03,26.3
2016-08-04,27.8
2016-08-05,28.6
2016-08-06,28.3
2016-08-07,27.6
2016-08-08,28.2
2016-08-09,27.9
2016-08-10,28.3
2016-08-11,28.6
2016-08-12,28.5
2016-08-13,29.3
2016-08-14,30.0
2016-08-15,29.8
2016-08-16,28.9
2016-08-17,28.8
2016-08-18,28.8
2016-08-19,29.2
2016-08-20,29.6
2016-08-21,29.2
2016-08-22,28.9
2016-08-23,28.8
2016-08-24,28.6
2016-08-25,28.3
2016-08-26,26.9
2016-08-27,26.2
2016-08-28,25.6
2016-08-29,25.1
2016-08-30,24.2
2016-08-31,24.0
2016-09-01,23.3
2016-09-02,24.7
2016-09-03,24.4
2016-09-04,24.3
2016-09-05,24.4
2016-09-06,24.3
2016-09-07,24.5
2016-09-08,24.7
2016-09-09,24.7
2016-09-10,24.3
2016-09-11,23.2
2016-09-12,22.7
2016-09-13,23.8
2016-09-14,23.3
2016-09-15,22.9
2016-09-16,22.9
2016-09-17,22.5
2016-09-18,22.2
2016-09-19,21.7
2016-09-20,21.8
2016-09-21,23.6
2016-09-22,23.0
2016-09-23,23.0
2016-09-24,23.3
2016-09-25,23.3
2016-09-26,23.6
2016-09-27,23.6
2016-09-28,23.5
2016-09-29,23.5
2016-09-30,23.0
2016-10-01,23.4
2016-10-02,23.4
2016-10-03,23.3
2016-10-04,23.1
2016-10-05,23.1
2016-10-06,23.0
2016-10-07,23.5
2016-10-08,22.9
2016-10-09,23.0
2016-10-10,23.0
2016-10-11,23.0
2016-10-12,22.2
2016-10-13,21.8
2016-10-14,22.0
2016-10-15,21.6
2016-10-16,21.7
2016-10-17,21.4
2016-10-18,21.4
2016-10-19,21.4
2016-10-20,21.4
2016-10-21,22.1
2016-10-22,21.4
2016-10-23,21.3
2016-10-24,21.2
2016-10-25,21.2
2016-10-26,20.9
2016-10-27,20.9
2016-10-28,20.8
2016-10-29,20.5
2016-10-30,20.5
2016-10-31,20.5
2016-11-01,20.2
2016-11-02,19.7
2016-11-03,19.4
2016-11-04,19.3
2016-11-05,19.3
2016-11-06,18.9
2016-11-07,18.9
2016-11-08,18.9
2016-11-09,18.7
2016-11-10,18.7
2016-11-11,18.5
2016-11-12,18.6
2016-11-13,18.6
2016-11-14,18.8
2016-11-15,18.5
2016-11-16,18.2
2016-11-17,18.2
2016-11-18,18.7
2016-11-19,18.6
2016-11-20,18.6
2016-11-21,18.5
2016-11-22,18.0
2016-11-23,17.7
2016-11-24,17.3
2016-11-25,17.4
2016-11-26,18.1
2016-11-27,18.5
2016-11-28,18.5
2016-11-29,18.3
2016-11-30,18.6
2016-12-01,18.3
2016-12-02,18.2
2016-12-03,17.6
2016-12-04,17.9
2016-12-05,18.1
2016-12-06,18.2
2016-12-07,18.1
2016-12-08,18.1
2016-12-09,17.3
2016-12-10,16.8
2016-12-11,16.9
2016-12-12,17.2
2016-12-13,17.1
2016-12-14,16.6
2016-12-15,17.2
2016-12-16,17.2
2016-12-17,17.1
2016-12-18,17.0
2016-12-19,16.9
2016-12-20,16.8
2016-12-21,16.6
2016-12-22,16.4
2016-12-23,16.5
2016-12-24,16.5
2016-12-25,16.6
2016-12-26,16.1
2016-12-27,15.9
2016-12-28,15.8
2016-12-29,15.9
2016-12-30,15.7
2016-12-31,15.6
2017-01-01,15.7
2017-01-02,15.7
2017-01-03,15.6
2017-01-04,15.4
2017-01-05,15.0
2017-01-06,15.0
2017-01-07,14.9
2017-01-08,15.0
2017-01-09,14.8
2017-01-10,14.7
2017-01-11,14.8
2017-01-12,14.8
2017-01-13,14.3
2017-01-14,14.2
2017-01-15,13.8
2017-01-16,14.0
2017-01-17,14.0
2017-01-18,14.1
2017-01-19,14.2
2017-01-20,13.9
2017-01-21,14.0
2017-01-22,13.9
2017-01-23,13.6
2017-01-24,13.4
2017-01-25,13.7
2017-01-26,13.2
2017-01-27,13.2
2017-01-28,13.5
2017-01-29,13.5
2017-01-30,13.2
2017-01-31,13.4
2017-02-01,13.5
2017-02-02,13.9
2017-02-03,12.8
2017-02-04,12.9
2017-02-05,13.0
2017-02-06,12.6
2017-02-07,12.6
2017-02-08,12.6
2017-02-09,12.3
2017-02-10,12.0
2017-02-11,12.1
2017-02-12,11.7
2017-02-13,12.1
2017-02-14,11.8
2017-02-15,11.9
2017-02-16,12.4
2017-02-17,12.0
2017-02-18,11.9
2017-02-19,11.3
2017-02-20,11.8
2017-02-21,12.0
2017-02-22,11.8
2017-02-23,11.785714285714286
2017-02-24,11.771428571428572
2017-02-25,11.757142857142858
2017-02-26,11.742857142857142
2017-02-27,11.728571428571428
2017-02-28,11.714285714285714
2017-03-01,11.7
2017-03-02,11.9
2017-03-03,11.9
2017-03-04,11.7
2017-03-05,11.8
2017-03-06,12.6
2017-03-07,12.1
2017-03-08,12.3
2017-03-09,13.2
2017-03-10,12.9
2017-03-11,13.3
2017-03-12,12.2
2017-03-13,12.2
2017-03-14,12.1
2017-03-15,11.5
2017-03-16,12.8
2017-03-17,12.8
2017-03-18,12.5
2017-03-19,13.3
2017-03-20,13.4
2017-03-21,13.1
2017-03-22,12.0
2017-03-23,12.5
2017-03-24,12.0
2017-03-25,11.7
2017-03-26,12.2
2017-03-27,11.8
2017-03-28,11.8
2017-03-29,12.0
2017-03-30,12.2
2017-03-31,12.1
2017-04-01,11.8
2017-04-02,11.8
2017-04-03,11.8
2017-04-04,12.2
2017-04-05,13.3
2017-04-06,12.5
2017-04-07,14.0
2017-04-08,14.7
2017-04-09,14.7
2017-04-10,14.7
2017-04-11,14.5
2017-04-12,14.6
2017-04-13,14.1
2017-04-14,14.2
2017-04-15,14.5
2017-04-16,14.9
2017-04-17,14.5
2017-04-18,13.6
2017-04-19,13.5
2017-04-20,13.7
2017-04-21,15.5
2017-04-22,15.5
2017-04-23,15.3
2017-04-24,15.3
2017-04-25,15.1
2017-04-26,15.6
2017-04-27,15.7
2017-04-28,15.6
2017-04-29,15.8
2017-04-30,16.2
2017-05-01,16.5
2017-05-02,16.2
2017-05-03,16.1
2017-05-04,15.9
2017-05-05,16.1
2017-05-06,15.6
2017-05-07,15.5
2017-05-08,15.5
2017-05-09,15.3
2017-05-10,15.5
2017-05-11,16.2
2017-05-12,16.2
2017-05-13,16.3
2017-05-14,16.3
2017-05-15,16.6
2017-05-16,17.4
2017-05-17,17.0
2017-05-18,17.0
2017-05-19,17.2
2017-05-20,17.7
2017-05-21,17.7
2017-05-22,16.5
2017-05-23,16.8
2017-05-24,17.4
2017-05-25,16.2
2017-05-26,15.7
2017-05-27,16.1
2017-05-28,16.3
2017-05-29,16.7
2017-05-30,18.2
2017-05-31,17.9
2017-06-01,17.1
2017-06-02,16.8
2017-06-03,17.0
2017-06-04,17.8
2017-06-05,17.9
2017-06-06,18.0
2017-06-07,17.1
2017-06-08,17.2
2017-06-09,17.5
2017-06-10,17.7
2017-06-11,17.5
2017-06-12,17.9
2017-06-13,18.2
2017-06-14,18.7
2017-06-15,18.7
2017-06-16,19.0
2017-06-17,18.9
2017-06-18,18.7
2017-06-19,19.4
2017-06-20,20.5
2017-06-21,19.6
2017-06-22,19.5
2017-06-23,19.5
2017-06-24,20.8
2017-06-25,21.6
2017-06-26,22.2
2017-06-27,22.1
2017-06-28,21.5
2017-06-29,21.9
2017-06-30,21.8
2017-07-01,21.5
2017-07-02,20.5
2017-07-03,20.3
2017-07-04,20.4
2017-07-05,22.1
2017-07-06,21.5
2017-07-07,21.7
2017-07-08,19.5
2017-07-09,20.6
2017-07-10,19.3
2017-07-11,19.6
2017-07-12,20.4
2017-07-13,20.5
2017-07-14,20.4
2017-07-15,20.1
2017-07-16,20.0
2017-07-17,21.0
2017-07-18,22.2
2017-07-19,23.4
2017-07-20,22.6
2017-07-21,22.5
2017-07-22,23.3
2017-07-23,24.6
2017-07-24,25.6
2017-07-25,25.7
2017-07-26,25.8
2017-07-27,25.6
2017-07-28,25.7
2017-07-29,25.5
2017-07-30,26.0
2017-07-31,26.0
2017-08-01,25.9
2017-08-02,26.1
2017-08-03,26.3
2017-08-04,26.4
2017-08-05,27.6
2017-08-06,28.5
2017-08-07,28.5
2017-08-08,28.2
2017-08-09,28.4
2017-08-10,28.3
2017-08-11,27.8
2017-08-12,26.9
2017-08-13,26.6
2017-08-14,26.3
2017-08-15,26.2
2017-08-16,26.0
2017-08-17,25.4
2017-08-18,25.7
2017-08-19,25.8
2017-08-20,25.9
2017-08-21,26.5
2017-08-22,26.4
2017-08-23,26.1
2017-08-24,25.9
2017-08-25,26.3
2017-08-26,26.1
2017-08-27,26.5
2017-08-28,26.2
2017-08-29,25.0
2017-08-30,24.0
2017-08-31,24.4
2017-09-01,23.8
2017-09-02,24.2
2017-09-03,24.7
2017-09-04,24.6
2017-09-05,24.9
2017-09-06,25.1
2017-09-07,24.7
2017-09-08,24.8
2017-09-09,24.8
2017-09-10,24.7
2017-09-11,24.4
2017-09-12,24.2
2017-09-13,23.9
2017-09-14,24.2
2017-09-15,24.1
2017-09-16,24.2
2017-09-17,23.8
2017-09-18,23.8
2017-09-19,24.0
2017-09-20,23.7
2017-09-21,23.3
2017-09-22,23.4
2017-09-23,23.4
2017-09-24,24.3
2017-09-25,24.1
2017-09-26,24.0
2017-09-27,24.6
2017-09-28,24.1
2017-09-29,23.9
2017-09-30,23.4
2017-10-01,23.6
2017-10-02,23.4
2017-10-03,23.6
2017-10-04,23.5
2017-10-05,22.9
2017-10-06,22.6
2017-10-07,22.7
2017-10-08,22.8
2017-10-09,23.1
2017-10-10,24.1
2017-10-11,24.2
2017-10-12,24.2
2017-10-13,23.7
2017-10-14,23.5
2017-10-15,23.5
2017-10-16,23.4
2017-10-17,23.0
2017-10-18,22.1
2017-10-19,21.6
2017-10-20,21.7
2017-10-21,22.2
2017-10-22,22.3
2017-10-23,21.7
2017-10-24,21.5
2017-10-25,21.2
2017-10-26,21.5
2017-10-27,20.9
2017-10-28,20.7
2017-10-29,21.0
2017-10-30,20.8
2017-10-31,20.5
2017-11-01,20.3
2017-11-02,20.0
2017-11-03,19.9
2017-11-04,18.9
2017-11-05,18.9
2017-11-06,19.8
2017-11-07,19.3
2017-11-08,19.4
2017-11-09,19.4
2017-11-10,19.1
2017-11-11,18.8
2017-11-12,18.7
2017-11-13,18.6
2017-11-14,18.5
2017-11-15,18.2
2017-11-16,17.9
2017-11-17,17.7
2017-11-18,17.4
2017-11-19,16.8
2017-11-20,16.5
2017-11-21,16.4
2017-11-22,16.3
2017-11-23,15.8
2017-11-24,15.6
2017-11-25,16.6
2017-11-26,16.5
2017-11-27,16.1
2017-11-28,17.5
2017-11-29,17.6
2017-11-30,16.4
2017-12-01,15.9
2017-12-02,15.2
2017-12-03,15.0
2017-12-04,15.1
2017-12-05,15.0
2017-12-06,15.3
2017-12-07,15.2
2017-12-08,14.9
2017-12-09,14.6
2017-12-10,14.4
2017-12-11,14.4
2017-12-12,14.3
2017-12-13,14.2
2017-12-14,14.1
2017-12-15,13.9
2017-12-16,13.6
2017-12-17,13.6
2017-12-18,13.4
2017-12-19,13.3
2017-12-20,13.1
2017-12-21,13.1
2017-12-22,13.1
2017-12-23,13.2
2017-12-24,13.05
2017-12-25,12.9
2017-12-26,12.8
2017-12-27,12.5
2017-12-28,12.5
2017-12-29,12.6
2017-12-30,12.5
2017-12-31,12.5
2018-01-01,12.2
2018-01-02,12.1
2018-01-03,12.0
2018-01-04,12.1
2018-01-05,12.1
2018-01-06,12.0
2018-01-07,11.9
2018-01-08,11.9
2018-01-09,11.8
2018-01-10,11.7
2018-01-11,11.7
2018-01-12,11.2
2018-01-13,11.4
2018-01-14,11.3
2018-01-15,11.4
2018-01-16,11.3
2018-01-17,11.3
2018-01-18,11.2
2018-01-19,11.1
2018-01-20,11.2
2018-01-21,11.2
2018-01-22,11.2
2018-01-23,11.0
2018-01-24,10.8
2018-01-25,10.7
2018-01-26,10.6
2018-01-27,10.6
2018-01-28,10.5
2018-01-29,10.6
2018-01-30,10.4
2018-01-31,10.4
2018-02-01,10.2
2018-02-02,10.3
2018-02-03,10.2
2018-02-04,10.2
2018-02-05,10.1
2018-02-06,10.0
2018-02-07,9.9
2018-02-08,9.8
2018-02-09,9.7
2018-02-10,9.6
2018-02-11,9.4
2018-02-12,9.4
2018-02-13,9.4
2018-02-14,9.5
2018-02-15,9.4
2018-02-16,9.5
2018-02-17,9.5
2018-02-18,9.5
2018-02-19,9.4
2018-02-20,9.2
2018-02-21,9.2
2018-02-22,9.3
2018-02-23,9.5
2018-02-24,9.4
2018-02-25,9.3
2018-02-26,9.2
2018-02-27,9.3
2018-02-28,9.2
2018-03-01,9.2
2018-03-02,9.2
2018-03-03,9.3
2018-03-04,10.0
2018-03-05,9.2
2018-03-06,9.3
2018-03-07,9.1
2018-03-08,9.5
2018-03-09,9.4
2018-03-10,9.1
2018-03-11,9.4
2018-03-12,9.2
2018-03-13,9.2
2018-03-14,10.0
2018-03-15,10.7
2018-03-16,10.2
2018-03-17,9.9
2018-03-18,10.0
2018-03-19,9.9
2018-03-20,9.9
2018-03-21,10.9
2018-03-22,10.4
2018-03-23,11.2
2018-03-24,11.4
2018-03-25,11.9
2018-03-26,11.5
2018-03-27,12.2
2018-03-28,12.5
2018-03-29,12.4
2018-03-30,12.2
2018-03-31,11.9
2018-04-01,11.8
2018-04-02,12.6
2018-04-03,12.5
2018-04-04,11.5
2018-04-05,11.7
2018-04-06,11.8
2018-04-07,11.0
2018-04-08,11.8
2018-04-09,12.3
2018-04-10,12.0
2018-04-11,13.0
2018-04-12,13.2
2018-04-13,12.7
2018-04-14,12.6
2018-04-15,12.9
2018-04-16,13.0
2018-04-17,12.9
2018-04-18,12.6
2018-04-19,13.8
2018-04-20,14.3
2018-04-21,14.5
2018-04-22,13.9
2018-04-23,11.6
2018-04-24,11.3
2018-04-25,11.5
2018-04-26,12.8
2018-04-27,13.1
2018-04-28,13.5
2018-04-29,13.7
2018-04-30,14.9
2018-05-01,15.0
2018-05-02,14.0
2018-05-03,12.2
2018-05-04,13.6
2018-05-05,14.5
2018-05-06,14.2
2018-05-07,14.1
2018-05-08,14.0
2018-05-09,13.5
2018-05-10,13.0
2018-05-11,13.8
2018-05-12,14.0
2018-05-13,14.1
2018-05-14,14.9
2018-05-15,15.8
2018-05-16,16.1
2018-05-17,16.1
2018-05-18,15.0
2018-05-19,15.0
2018-05-20,15.4
2018-05-21,16.2
2018-05-22,16.1
2018-05-23,16.0
2018-05-24,16.2
2018-05-25,16.8
2018-05-26,16.7
2018-05-27,17.3
2018-05-28,17.9
2018-05-29,17.9
2018-05-30,17.6
2018-05-31,17.2
2018-06-01,17.5
2018-06-02,18.5
2018-06-03,19.6
2018-06-04,19.3
2018-06-05,18.4
2018-06-06,17.2
2018-06-07,17.4
2018-06-08,17.9
2018-06-09,17.7
2018-06-10,17.9
2018-06-11,18.4
2018-06-12,18.9
2018-06-13,19.6
2018-06-14,20.1
2018-06-15,19.9
2018-06-16,19.9
2018-06-17,19.8
2018-06-18,20.5
2018-06-19,20.7
2018-06-20,20.6
2018-06-21,20.9
2018-06-22,21.2
2018-06-23,21.1
2018-06-24,21.8
2018-06-25,22.5
2018-06-26,21.1
2018-06-27,19.9
2018-06-28,18.3
2018-06-29,16.9
2018-06-30,17.1
2018-07-01,16.9
2018-07-02,17.4
2018-07-03,17.8
2018-07-04,17.6
2018-07-05,20.9
2018-07-06,21.5
2018-07-07,21.0
2018-07-08,20.8
2018-07-09,20.7
2018-07-10,20.9
2018-07-11,21.0
2018-07-12,21.4
2018-07-13,22.5
2018-07-14,23.2
2018-07-15,24.0
2018-07-16,24.3
2018-07-17,24.6
2018-07-18,25.0
2018-07-19,25.9
2018-07-20,25.9
2018-07-21,23.7
2018-07-22,23.6
2018-07-23,23.9
2018-07-24,26.1
2018-07-25,26.7
2018-07-26,27.1
2018-07-27,27.3
2018-07-28,27.5
2018-07-29,26.9
2018-07-30,26.1
2018-07-31,27.3
2018-08-01,27.2
2018-08-02,27.9
2018-08-03,28.3
2018-08-04,29.1
2018-08-05,28.8
2018-08-06,28.4
2018-08-07,28.0
2018-08-08,28.0
2018-08-09,28.0
2018-08-10,28.0
2018-08-11,27.8
2018-08-12,28.0
2018-08-13,28.9
2018-08-14,29.1
2018-08-15,29.5
2018-08-16,28.8
2018-08-17,28.2
2018-08-18,27.9
2018-08-19,27.6
2018-08-20,27.6
2018-08-21,26.9
2018-08-22,27.4
2018-08-23,27.8
2018-08-24,26.6
2018-08-25,26.4
2018-08-26,25.8
2018-08-27,25.9
2018-08-28,25.9
2018-08-29,25.9
2018-08-30,25.9
2018-08-31,25.8
2018-09-01,25.9
2018-09-02,26.0
2018-09-03,25.7
2018-09-04,25.4
2018-09-05,25.1
2018-09-06,24.8
2018-09-07,24.8
2018-09-08,24.4
2018-09-09,24.8
2018-09-10,24.1
2018-09-11,24.1
2018-09-12,24.7
2018-09-13,24.7
2018-09-14,24.5
2018-09-15,24.4
2018-09-16,24.4
2018-09-17,24.3
2018-09-18,24.4
2018-09-19,24.8
2018-09-20,24.5
2018-09-21,24.4
2018-09-22,24.5
2018-09-23,23.8
2018-09-24,23.8
2018-09-25,23.8
2018-09-26,23.5
2018-09-27,23.3
2018-09-28,22.9
2018-09-29,22.8
2018-09-30,22.9
2018-10-01,22.6
2018-10-02,22.5
2018-10-03,22.6
2018-10-04,21.9
2018-10-05,21.5
2018-10-06,21.6
2018-10-07,21.8
2018-10-08,21.3
2018-10-09,21.3
2018-10-10,21.4
2018-10-11,20.9
2018-10-12,20.5
2018-10-13,20.3
2018-10-14,20.4
2018-10-15,20.4
2018-10-16,20.6
2018-10-17,20.1
2018-10-18,19.6
2018-10-19,19.4
2018-10-20,19.6
2018-10-21,19.4
2018-10-22,19.4
2018-10-23,19.7
2018-10-24,20.1
2018-10-25,19.4
2018-10-26,18.4
2018-10-27,18.5
2018-10-28,19.0
2018-10-29,19.0
2018-10-30,17.8
2018-10-31,17.7
2018-11-01,17.4
2018-11-02,17.5
2018-11-03,17.9
2018-11-04,18.0
2018-11-05,17.5
2018-11-06,17.3
2018-11-07,17.1
2018-11-08,17.1
2018-11-09,16.3
2018-11-10,16.0
2018-11-11,16.2
2018-11-12,16.0
2018-11-13,15.6
2018-11-14,15.4
2018-11-15,15.4
2018-11-16,15.2
2018-11-17,15.3
2018-11-18,15.3
2018-11-19,15.1
2018-11-20,15.2
2018-11-21,15.0
2018-11-22,14.7
2018-11-23,14.4
2018-11-24,14.3
2018-11-25,14.2
2018-11-26,14.2
2018-11-27,14.4
2018-11-28,15.0
2018-11-29,15.0
2018-11-30,14.5
2018-12-01,14.1
2018-12-02,14.3
2018-12-03,14.6
2018-12-04,15.5
2018-12-05,15.4
2018-12-06,14.9
2018-12-07,14.0
2018-12-08,13.6
2018-12-09,13.3
2018-12-10,14.1
2018-12-11,14.2
2018-12-12,14.3
2018-12-13,15.7
2018-12-14,16.3
2018-12-15,14.7
2018-12-16,13.8
2018-12-17,13.7
2018-12-18,14.8
2018-12-19,15.1
2018-12-20,16.1
2018-12-21,15.9
2018-12-22,15.6
2018-12-23,15.7
2018-12-24,16.0
2018-12-25,15.7
2018-12-26,15.4
2018-12-27,15.9
2018-12-28,15.9
2018-12-29,14.4
2018-12-30,13.4
2018-12-31,14.2
2019-01-01,14.4
2019-01-02,14.8
2019-01-03,15.1
2019-01-04,15.2
2019-01-05,15.2
2019-01-06,15.2
2019-01-07,15.0
2019-01-08,14.6
2019-01-09,14.1
2019-01-10,14.2
2019-01-11,14.6
2019-01-12,14.6
2019-01-13,14.4
2019-01-14,14.4
2019-01-15,14.3
2019-01-16,14.6
2019-01-17,14.6
2019-01-18,14.7
2019-01-19,14.6
2019-01-20,14.4
2019-01-21,14.1
2019-01-22,14.2
2019-01-23,13.9
2019-01-24,14.2
2019-01-25,14.8
2019-01-26,14.2
2019-01-27,14.2
2019-01-28,13.4
2019-01-29,13.3
2019-01-30,13.2
2019-01-31,13.4
2019-02-01,13.5
2019-02-02,13.0
2019-02-03,12.4
2019-02-04,12.8
2019-02-05,12.7
2019-02-06,13.3
2019-02-07,13.1
2019-02-08,13.0
2019-02-09,12.7
2019-02-10,12.9
2019-02-11,12.9
2019-02-12,12.3
2019-02-13,11.8
2019-02-14,12.9
2019-02-15,12.9
2019-02-16,13.0
2019-02-17,12.1
2019-02-18,12.1
2019-02-19,13.3
2019-02-20,12.9
2019-02-21,12.1
2019-02-22,12.2
2019-02-23,12.3
2019-02-24,12.1
2019-02-25,12.2
2019-02-26,13.2
2019-02-27,13.6
2019-02-28,11.9
2019-03-01,12.2
2019-03-02,12.2
2019-03-03,13.2
2019-03-04,14.2
2019-03-05,14.8
2019-03-06,12.7
2019-03-07,11.9
2019-03-08,13.8
2019-03-09,13.3
2019-03-10,12.3
2019-03-11,12.3
2019-03-12,12.1
2019-03-13,11.8
2019-03-14,11.9
2019-03-15,11.9
2019-03-16,11.9
2019-03-17,11.8
2019-03-18,11.8
2019-03-19,12.4
2019-03-20,12.3
2019-03-21,13.0
2019-03-22,14.2
2019-03-23,14.1
2019-03-24,13.2
2019-03-25,12.3
2019-03-26,12.1
2019-03-27,13.3
2019-03-28,14.0
2019-03-29,14.1
2019-03-30,14.1
2019-03-31,12.5
2019-04-01,12.3
2019-04-02,13.6
2019-04-03,13.3
2019-04-04,12.6
2019-04-05,12.8
2019-04-06,13.1
2019-04-07,13.2
2019-04-08,14.0
2019-04-09,14.6
2019-04-10,13.8
2019-04-11,13.8
2019-04-12,13.7
2019-04-13,13.0
2019-04-14,13.5
2019-04-15,13.4
2019-04-16,13.1
2019-04-17,13.3
2019-04-18,13.3
2019-04-19,13.9
2019-04-20,13.9
2019-04-21,14.9
2019-04-22,15.2
2019-04-23,15.1
2019-04-24,15.7
2019-04-25,15.5
2019-04-26,15.3
2019-04-27,15.3
2019-04-28,14.2
2019-04-29,14.3
2019-04-30,14.7
2019-05-01,15.2
2019-05-02,15.7
2019-05-03,15.8
2019-05-04,15.9
2019-05-05,16.7
2019-05-06,16.1
2019-05-07,16.7
2019-05-08,16.7
2019-05-09,16.7
2019-05-10,16.6
2019-05-11,17.1
2019-05-12,16.5
2019-05-13,16.4
2019-05-14,17.3
2019-05-15,17.8
2019-05-16,17.1
2019-05-17,17.7
2019-05-18,18.0
2019-05-19,18.3
2019-05-20,18.0
2019-05-21,17.3
2019-05-22,17.4
2019-05-23,18.5
2019-05-24,18.8
2019-05-25,19.4
2019-05-26,19.7
2019-05-27,18.1
2019-05-28,17.1
2019-05-29,17.3
2019-05-30,17.9
2019-05-31,17.5
2019-06-01,18.2
2019-06-02,18.4
2019-06-03,18.9
2019-06-04,19.4
2019-06-05,19.1
2019-06-06,18.9
2019-06-07,18.5
2019-06-08,18.6
2019-06-09,18.5
2019-06-10,18.3
2019-06-11,18.0
2019-06-12,18.4
2019-06-13,18.6
2019-06-14,18.9
2019-06-15,19.1
2019-06-16,18.5
2019-06-17,19.4
2019-06-18,21.0
2019-06-19,21.6
2019-06-20,21.3
2019-06-21,20.8
